sgRNA	gene	HL60.final	KBM7.final
m40683146	ZMAT4	869	963
m40683173	ZMAT4	1366	3333
p40625180	ZMAT4	2091	2164
p40625203	ZMAT4	1760	2241
p40683080	ZMAT4	795	734
p40683099	ZMAT4	1493	1823
p40683162	ZMAT4	891	822
p40683176	ZMAT4	1585	1934
m30144405	ZMAT5	240	38
m30144430	ZMAT5	766	449
m30144439	ZMAT5	706	70
m30144490	ZMAT5	608	1730
p30144413	ZMAT5	1143	1965
p30144421	ZMAT5	926	840
p30144451	ZMAT5	316	298
p30144457	ZMAT5	824	827
p30144469	ZMAT5	130	323
p30144478	ZMAT5	430	170
m80961415	ZMIZ1	2808	2945
m80961423	ZMIZ1	1069	596
m80968107	ZMIZ1	803	764
m80968118	ZMIZ1	1779	858
m80968126	ZMIZ1	781	207
p80961379	ZMIZ1	556	923
p80961384	ZMIZ1	351	287
p80961427	ZMIZ1	914	445
p80968109	ZMIZ1	1303	728
p80968128	ZMIZ1	1919	1454
m44795886	ZMIZ2	837	1252
m44795893	ZMIZ2	1880	996
m44796054	ZMIZ2	1636	1228
m44796070	ZMIZ2	1610	867
m44796560	ZMIZ2	936	908
p44796056	ZMIZ2	2532	3213
p44796074	ZMIZ2	1122	2143
p44796088	ZMIZ2	1087	876
p44796116	ZMIZ2	3758	4411
p44796563	ZMIZ2	1261	1015
m35559673	ZMYM1	634	1175
m35561444	ZMYM1	489	484
m35562982	ZMYM1	464	939
p35559602	ZMYM1	1589	1451
p35559608	ZMYM1	1251	1267
p35559620	ZMYM1	1629	3601
p35561430	ZMYM1	776	974
p35562913	ZMYM1	703	1238
p35562930	ZMYM1	1034	1504
p35562940	ZMYM1	1067	1627
m20567282	ZMYM2	1219	579
m20567326	ZMYM2	1024	1417
m20567421	ZMYM2	1666	818
m20567434	ZMYM2	893	499
p20567208	ZMYM2	2402	2936
p20567262	ZMYM2	1196	728
p20567284	ZMYM2	2688	2720
p20567299	ZMYM2	901	547
p20567352	ZMYM2	643	999
p20567521	ZMYM2	2021	865
m70472936	ZMYM3	1077	1286
m70473002	ZMYM3	987	1900
m70473011	ZMYM3	1008	1225
m70473016	ZMYM3	1945	3283
m70473023	ZMYM3	678	1535
p70472941	ZMYM3	737	983
p70473026	ZMYM3	567	570
p70473049	ZMYM3	802	508
p70473058	ZMYM3	1269	1533
p70473063	ZMYM3	3945	2919
m35734678	ZMYM4	776	1106
m35824568	ZMYM4	735	1069
m35824581	ZMYM4	2471	2437
m35824586	ZMYM4	694	502
m35824689	ZMYM4	475	583
p35734640	ZMYM4	1871	3365
p35734650	ZMYM4	1075	1011
p35824599	ZMYM4	1027	1839
p35824674	ZMYM4	450	922
p35824751	ZMYM4	1279	2327
m20426169	ZMYM5	1379	1399
m20426227	ZMYM5	294	284
m20426250	ZMYM5	1215	1013
m20426263	ZMYM5	256	439
p20426093	ZMYM5	384	1071
p20426150	ZMYM5	1349	952
p20426177	ZMYM5	383	62
p20426186	ZMYM5	2274	1392
p20426230	ZMYM5	1116	1017
p20426252	ZMYM5	225	395
m35485116	ZMYM6	849	1294
m35485187	ZMYM6	1285	1137
m35485985	ZMYM6	105	751
m35496191	ZMYM6	1918	2024
m35496203	ZMYM6	841	1390
m35496223	ZMYM6	1128	527
p35485133	ZMYM6	1783	3005
p35485179	ZMYM6	1557	1458
p35496175	ZMYM6	10	131
p35496208	ZMYM6	1163	1594
m50382594	ZMYND10	770	450
m50382920	ZMYND10	1787	3665
m50382930	ZMYND10	440	1105
m50382961	ZMYND10	1083	500
m50382983	ZMYND10	167	54
m50383000	ZMYND10	1172	1098
p50382596	ZMYND10	998	759
p50382619	ZMYND10	821	280
p50382634	ZMYND10	795	345
p50382922	ZMYND10	523	1212
m225999	ZMYND11	1583	916
m226016	ZMYND11	953	705
m226035	ZMYND11	571	1150
m226049	ZMYND11	2948	2235
m255846	ZMYND11	1006	1020
m255858	ZMYND11	173	188
m255869	ZMYND11	1720	655
p226007	ZMYND11	1033	1322
p255826	ZMYND11	1365	1148
p255877	ZMYND11	765	636
m42905649	ZMYND12	719	1457
m42905678	ZMYND12	1448	1985
m42915616	ZMYND12	1781	2348
m42915624	ZMYND12	1754	1233
m42915632	ZMYND12	29	289
p42905618	ZMYND12	1343	2514
p42905630	ZMYND12	1369	1077
p42905636	ZMYND12	1326	2309
p42905666	ZMYND12	417	783
p42915643	ZMYND12	3221	2938
m4643866	ZMYND15	2073	1823
m4643878	ZMYND15	1864	2107
m4643892	ZMYND15	1069	991
m4643911	ZMYND15	419	585
p4643837	ZMYND15	2223	3509
p4643844	ZMYND15	862	1493
p4643883	ZMYND15	197	282
p4643899	ZMYND15	432	945
p4643918	ZMYND15	2248	1789
p4643932	ZMYND15	772	2231
m140483130	ZMYND19	2286	1513
m140483145	ZMYND19	2642	3297
m140484678	ZMYND19	316	580
m140484683	ZMYND19	714	251
m140484688	ZMYND19	324	258
p140483114	ZMYND19	1664	825
p140483151	ZMYND19	904	1567
p140484649	ZMYND19	386	656
p140484657	ZMYND19	1625	2821
p140484694	ZMYND19	1933	1824
m45938884	ZMYND8	546	249
m45976601	ZMYND8	315	414
m45976623	ZMYND8	2203	1700
m45976628	ZMYND8	1985	1255
m45976659	ZMYND8	794	754
m45985402	ZMYND8	1293	1240
p45938858	ZMYND8	2055	1697
p45938865	ZMYND8	1346	746
p45938875	ZMYND8	1516	1155
p45938923	ZMYND8	425	596
m21910360	ZNF100	989	1304
m21910400	ZNF100	1469	1091
m21948556	ZNF100	786	982
m21948574	ZNF100	1485	2917
m21948579	ZNF100	586	969
p21910369	ZNF100	1237	1687
p21910392	ZNF100	2083	1065
p21910575	ZNF100	1353	1118
p21927843	ZNF100	2219	2429
p21948559	ZNF100	1095	2112
m19788788	ZNF101	393	815
m19788793	ZNF101	779	938
m19789541	ZNF101	1201	916
m19789553	ZNF101	1440	1976
m19790133	ZNF101	2509	1321
p19788749	ZNF101	1282	740
p19788773	ZNF101	1051	1003
p19789532	ZNF101	1213	1182
p19789990	ZNF101	556	878
p19790002	ZNF101	246	470
m42749157	ZNF106	2156	1380
m42749328	ZNF106	1266	1540
m42749357	ZNF106	600	1363
m42749395	ZNF106	1412	1270
p42744105	ZNF106	281	1137
p42744115	ZNF106	461	1103
p42744133	ZNF106	2021	2143
p42749258	ZNF106	1009	903
p42749338	ZNF106	1819	1094
p42749346	ZNF106	1399	1806
m64166762	ZNF107	1347	1520
m64166912	ZNF107	753	695
m64167199	ZNF107	606	806
m64167782	ZNF107	2940	4395
m64167866	ZNF107	328	882
p64166825	ZNF107	1233	2080
p64167190	ZNF107	1846	2367
p64167257	ZNF107	2624	3621
p64167463	ZNF107	1621	1346
p64167530	ZNF107	1072	1166
m133721103	ZNF10	407	392
m133727653	ZNF10	598	1400
p133721082	ZNF10	1516	2235
p133721088	ZNF10	2064	2292
p133727609	ZNF10	1891	2127
p133727621	ZNF10	989	1689
p133727632	ZNF10	1517	1343
p133727690	ZNF10	1018	890
p133727708	ZNF10	458	619
p133727717	ZNF10	262	513
m48785640	ZNF114	2561	1742
m48785692	ZNF114	343	900
m48789054	ZNF114	1223	2484
p48783043	ZNF114	1464	1265
p48785629	ZNF114	1700	1167
p48785650	ZNF114	650	1150
p48785655	ZNF114	1496	1937
p48785665	ZNF114	1048	2300
p48785679	ZNF114	260	574
p48785732	ZNF114	3284	4771
m64439523	ZNF117	885	517
m64439748	ZNF117	881	925
m64439760	ZNF117	1713	1936
m64441766	ZNF117	2321	3376
p64439317	ZNF117	1276	1324
p64439324	ZNF117	519	166
p64439401	ZNF117	1181	1034
p64439536	ZNF117	71	783
p64439833	ZNF117	616	549
p64439872	ZNF117	1254	943
m9677540	ZNF121	1350	2498
m9677545	ZNF121	1062	1720
m9677657	ZNF121	1068	1365
m9677699	ZNF121	1931	2837
m9677767	ZNF121	539	1283
p9677532	ZNF121	1480	2315
p9677550	ZNF121	3222	2314
p9677557	ZNF121	2041	2718
p9677600	ZNF121	2338	1585
p9677691	ZNF121	1256	1219
m247320489	ZNF124	2135	2436
m247322990	ZNF124	1657	1237
m247323000	ZNF124	1410	2673
m247323057	ZNF124	3269	5392
m247323099	ZNF124	558	725
p247320344	ZNF124	999	861
p247320416	ZNF124	428	418
p247320500	ZNF124	546	810
p247322329	ZNF124	295	451
p247323024	ZNF124	413	615
m6732326	ZNF12	1584	1186
m6736998	ZNF12	1053	977
m6737022	ZNF12	2929	3819
m6737345	ZNF12	2131	2670
m6737357	ZNF12	680	617
p6736966	ZNF12	342	1099
p6736989	ZNF12	522	1558
p6737025	ZNF12	1596	1521
p6737381	ZNF12	1470	1152
p6737416	ZNF12	896	1154
m43122184	ZNF131	94	173
m43122217	ZNF131	262	4
m43122223	ZNF131	509	602
m43122250	ZNF131	348	130
m43122267	ZNF131	873	1104
p43122154	ZNF131	749	1346
p43122166	ZNF131	1576	1418
p43122228	ZNF131	1210	1005
p43122257	ZNF131	533	359
p43123356	ZNF131	864	2033
m18286364	ZNF133	1411	1851
m18286389	ZNF133	1618	2146
m18286440	ZNF133	1306	1398
p18286319	ZNF133	3605	4680
p18286326	ZNF133	4552	3864
p18286332	ZNF133	2146	2057
p18286352	ZNF133	584	706
p18286376	ZNF133	1307	848
p18286392	ZNF133	875	262
p18286957	ZNF133	456	221
m58131608	ZNF134	3212	4126
m58131622	ZNF134	2066	2198
m58131681	ZNF134	2209	3011
m58131693	ZNF134	1300	1371
m58131705	ZNF134	1554	2047
p58130833	ZNF134	1039	1098
p58131525	ZNF134	3059	2792
p58131588	ZNF134	787	1497
p58131685	ZNF134	1948	2682
p58131707	ZNF134	973	2527
m58573013	ZNF135	1056	527
m58573018	ZNF135	1318	1543
m58573033	ZNF135	1159	1636
p58572943	ZNF135	2512	4655
p58572949	ZNF135	1940	1895
p58572955	ZNF135	1068	1219
p58572967	ZNF135	497	1434
p58573024	ZNF135	3726	3600
p58573035	ZNF135	829	1786
p58574798	ZNF135	1473	2300
m12296720	ZNF136	1435	1758
m12296947	ZNF136	1349	1916
p12296586	ZNF136	761	1299
p12296687	ZNF136	815	1629
p12296694	ZNF136	1913	1225
p12296704	ZNF136	1545	1992
p12296954	ZNF136	859	758
p12296967	ZNF136	1588	1120
p12297396	ZNF136	330	960
p12297412	ZNF136	1250	1310
m64275323	ZNF138	668	523
m64292230	ZNF138	370	144
m64292242	ZNF138	965	1004
m64292314	ZNF138	2198	2588
m64292495	ZNF138	69	223
m64292501	ZNF138	413	767
m64292573	ZNF138	1509	1376
p64275359	ZNF138	595	566
p64291890	ZNF138	1833	3965
p64292367	ZNF138	1479	1424
m133659754	ZNF140	1819	2307
p133657893	ZNF140	2454	2468
p133659690	ZNF140	1800	1169
p133659708	ZNF140	688	983
p133659722	ZNF140	1067	2225
p133659765	ZNF140	547	3199
p133659775	ZNF140	625	242
p133659783	ZNF140	1867	1924
p133659792	ZNF140	2248	1948
p133660055	ZNF140	1910	2830
m337635	ZNF141	1041	2436
m366473	ZNF141	1757	1781
m366480	ZNF141	1468	1750
m366783	ZNF141	1543	1383
m366938	ZNF141	3216	4633
m366944	ZNF141	1343	1938
m367072	ZNF141	1345	1613
p366461	ZNF141	479	613
p366586	ZNF141	767	526
p366709	ZNF141	4153	5265
m219520974	ZNF142	1671	2864
m219521042	ZNF142	529	1663
m219521110	ZNF142	1042	1068
p219520964	ZNF142	1026	1699
p219520979	ZNF142	601	1512
p219520985	ZNF142	877	731
p219520992	ZNF142	204	286
p219520997	ZNF142	856	494
p219521002	ZNF142	905	465
p219521045	ZNF142	2183	2448
m9492868	ZNF143	485	601
m9492906	ZNF143	1197	681
m9492961	ZNF143	2498	1671
p9492885	ZNF143	3568	6375
p9492891	ZNF143	2686	1013
p9492896	ZNF143	1260	1602
p9492929	ZNF143	1470	1263
p9492941	ZNF143	1027	1480
p9494261	ZNF143	3228	3294
p9494294	ZNF143	1154	1099
m36727353	ZNF146	422	512
m36727422	ZNF146	1692	1755
m36727686	ZNF146	888	710
m36727724	ZNF146	207	204
m36727751	ZNF146	1018	1418
m36727766	ZNF146	2222	2741
p36727355	ZNF146	1176	1508
p36727384	ZNF146	1148	1539
p36727522	ZNF146	1450	2003
p36727713	ZNF146	1002	489
m125032321	ZNF148	529	438
m125032357	ZNF148	1762	1272
m125032368	ZNF148	1694	2017
m125032386	ZNF148	550	1421
m125032395	ZNF148	2090	1475
m125032408	ZNF148	721	1532
m125032415	ZNF148	1274	1444
m125032440	ZNF148	860	755
m125032461	ZNF148	738	286
p125032360	ZNF148	318	687
m19823850	ZNF14	1949	2346
m19823862	ZNF14	830	1015
m19824914	ZNF14	822	934
m19825199	ZNF14	723	974
m19825274	ZNF14	1990	1512
m19825280	ZNF14	750	1258
p19823819	ZNF14	2068	3463
p19824921	ZNF14	671	1752
p19825160	ZNF14	335	668
p19825248	ZNF14	1076	878
m44496009	ZNF155	1397	1668
m44500307	ZNF155	521	389
m44500346	ZNF155	346	601
m44500406	ZNF155	318	452
m44500426	ZNF155	147	483
p44496011	ZNF155	819	714
p44500264	ZNF155	422	615
p44500417	ZNF155	704	719
p44500434	ZNF155	709	1073
p44500439	ZNF155	902	1235
m47230092	ZNF157	768	1541
m47230102	ZNF157	1046	1969
m47230107	ZNF157	2143	910
m47230115	ZNF157	1600	1410
m47269714	ZNF157	923	737
p47230058	ZNF157	1608	1717
p47230094	ZNF157	2321	2051
p47269676	ZNF157	968	639
p47269697	ZNF157	356	165
p47269702	ZNF157	767	1141
m53577406	ZNF160	579	946
m53577477	ZNF160	1664	2231
m53577482	ZNF160	506	660
m53578311	ZNF160	532	698
m53578352	ZNF160	369	1116
m53578420	ZNF160	1579	2437
p53577444	ZNF160	1572	2727
p53578300	ZNF160	770	1993
p53578357	ZNF160	674	846
p53589501	ZNF160	623	650
m28053273	ZNF165	1260	1006
m28053289	ZNF165	648	725
m28053300	ZNF165	918	1225
m28053350	ZNF165	1788	2545
p28053281	ZNF165	667	846
p28053314	ZNF165	902	521
p28053335	ZNF165	339	367
p28053371	ZNF165	1649	1294
p28053382	ZNF165	1398	1870
p28053420	ZNF165	598	1293
m97041119	ZNF169	392	423
m97054662	ZNF169	914	1291
p97041082	ZNF169	553	860
p97041098	ZNF169	1810	2816
p97041105	ZNF169	1049	979
p97054609	ZNF169	2025	2704
p97054617	ZNF169	1190	1143
p97054624	ZNF169	524	763
p97054645	ZNF169	337	524
p97054650	ZNF169	1441	946
m146171539	ZNF16	1177	909
m146171564	ZNF16	876	370
p146171452	ZNF16	2503	1434
p146171457	ZNF16	2722	1982
p146171467	ZNF16	1062	2012
p146171483	ZNF16	4598	3475
p146171489	ZNF16	633	982
p146171497	ZNF16	1484	1286
p146171549	ZNF16	492	901
p146171566	ZNF16	1218	856
m3452038	ZNF174	1143	432
m3452053	ZNF174	335	244
m3452123	ZNF174	1417	1219
m3452130	ZNF174	1049	1727
m3452185	ZNF174	1165	1488
m3452200	ZNF174	480	585
m3452219	ZNF174	553	579
p3452074	ZNF174	199	58
p3452203	ZNF174	1708	1113
p3452228	ZNF174	1749	1986
m52076588	ZNF175	1019	1028
m52076615	ZNF175	1002	1381
m52084671	ZNF175	755	1224
p52076596	ZNF175	0	0
p52076602	ZNF175	621	847
p52076617	ZNF175	550	146
p52076632	ZNF175	2776	2595
p52084651	ZNF175	3736	4323
p52084662	ZNF175	2528	2751
p52084681	ZNF175	4839	5284
m9489012	ZNF177	694	280
m9490235	ZNF177	894	1311
p9488975	ZNF177	1890	1649
p9488991	ZNF177	1344	1596
p9488998	ZNF177	1560	1718
p9489633	ZNF177	479	591
p9489639	ZNF177	335	871
p9489645	ZNF177	2286	2385
p9489742	ZNF177	1207	1267
p9490215	ZNF177	1583	3711
m57922767	ZNF17	1242	655
m57929307	ZNF17	1364	1471
m57929359	ZNF17	2121	2614
m57929400	ZNF17	2144	920
m57931102	ZNF17	720	1691
p57922752	ZNF17	2419	2514
p57931037	ZNF17	1321	1657
p57931084	ZNF17	1669	2628
p57931135	ZNF17	1444	1216
p57931148	ZNF17	1071	2333
m45001376	ZNF180	1646	1310
m45001385	ZNF180	2151	1538
m45001394	ZNF180	2235	2091
m45004251	ZNF180	1563	934
m45004260	ZNF180	1122	2089
m45004267	ZNF180	630	1165
p44988611	ZNF180	1451	1289
p45001323	ZNF180	457	291
p45001330	ZNF180	492	872
p45004272	ZNF180	1931	1950
m35231696	ZNF181	914	2010
m35231733	ZNF181	864	875
p35225929	ZNF181	1041	1225
p35230048	ZNF181	937	940
p35230098	ZNF181	2113	1932
p35231627	ZNF181	152	344
p35231645	ZNF181	527	964
p35231650	ZNF181	1607	964
p35231658	ZNF181	380	233
p35231666	ZNF181	5225	6470
m47842432	ZNF182	1554	1442
m47842686	ZNF182	0	0
m47842783	ZNF182	1892	1125
p47842387	ZNF182	1141	903
p47842393	ZNF182	1064	1202
p47842398	ZNF182	2507	3585
p47842403	ZNF182	4148	2949
p47842722	ZNF182	508	865
p47842732	ZNF182	527	730
p47842750	ZNF182	803	977
m27425123	ZNF184	1168	693
m27425130	ZNF184	3750	4449
m27425148	ZNF184	1276	605
m27425160	ZNF184	1379	1472
m27425172	ZNF184	1374	1313
m27435667	ZNF184	58	181
m27440068	ZNF184	1183	1427
p27425097	ZNF184	1656	2014
p27425102	ZNF184	493	973
p27435670	ZNF184	180	273
m152113845	ZNF185	1040	1408
m152113877	ZNF185	1458	1330
m152113916	ZNF185	571	1942
m152113964	ZNF185	578	483
p152113795	ZNF185	272	348
p152113807	ZNF185	705	600
p152113832	ZNF185	1810	1150
p152113851	ZNF185	1137	1625
p152113856	ZNF185	1353	595
p152113979	ZNF185	475	953
m104170287	ZNF189	707	757
m104170328	ZNF189	328	470
p104162252	ZNF189	1347	1144
p104162260	ZNF189	1263	671
p104162269	ZNF189	1238	1086
p104170214	ZNF189	2233	2532
p104170250	ZNF189	842	1352
p104170259	ZNF189	1551	4454
p104170268	ZNF189	975	1035
p104170316	ZNF189	1563	1379
m11895998	ZNF18	1195	1628
m11896052	ZNF18	1189	1273
m11896103	ZNF18	2987	2996
m11896132	ZNF18	1177	1642
p11896016	ZNF18	2576	3313
p11896037	ZNF18	1024	471
p11896061	ZNF18	596	1327
p11896071	ZNF18	1186	1030
p11896087	ZNF18	639	2106
p11896094	ZNF18	1694	1428
m3392215	ZNF195	2279	1554
m3392281	ZNF195	1547	1247
m3392808	ZNF195	547	1466
m3392848	ZNF195	1122	937
m3392875	ZNF195	1556	1703
m3392890	ZNF195	346	567
m3392917	ZNF195	1474	2339
p3392255	ZNF195	806	678
p3392260	ZNF195	4703	3995
p3392854	ZNF195	956	1653
m44670668	ZNF197	727	2108
m44670731	ZNF197	626	564
m44670738	ZNF197	2416	2654
m44670752	ZNF197	702	814
m44670767	ZNF197	2148	1634
m44670774	ZNF197	1353	1095
m44670815	ZNF197	699	1133
p44670678	ZNF197	1782	2356
p44670701	ZNF197	983	1003
p44670787	ZNF197	960	878
m71512783	ZNF19	672	470
m71512860	ZNF19	1471	1682
m71512886	ZNF19	1165	1512
m71512892	ZNF19	976	1310
p71512808	ZNF19	951	1526
p71512817	ZNF19	839	1089
p71512829	ZNF19	570	1151
p71512848	ZNF19	883	3208
p71515982	ZNF19	763	1045
p71515987	ZNF19	1163	1802
m3283644	ZNF200	658	741
m3283675	ZNF200	1038	1074
p3283617	ZNF200	2824	3369
p3283629	ZNF200	320	582
p3283649	ZNF200	1418	1968
p3283659	ZNF200	822	787
p3283666	ZNF200	2234	2327
p3283686	ZNF200	316	622
p3283696	ZNF200	2231	2502
p3283702	ZNF200	1183	1235
m123601509	ZNF202	455	937
m123601529	ZNF202	675	1210
m123601538	ZNF202	1444	1986
m123601549	ZNF202	632	1367
m123601574	ZNF202	1826	1054
m123601583	ZNF202	428	286
p123601483	ZNF202	543	753
p123601491	ZNF202	382	501
p123601555	ZNF202	1222	868
p123601563	ZNF202	1050	1355
m3165361	ZNF205	1133	1354
m3165376	ZNF205	327	370
m3165524	ZNF205	1126	1488
p3163436	ZNF205	1856	2687
p3163445	ZNF205	491	454
p3163451	ZNF205	543	449
p3165346	ZNF205	0	0
p3165378	ZNF205	776	1131
p3165429	ZNF205	1834	1542
p3165453	ZNF205	168	198
m30677337	ZNF207	1117	26
m30678876	ZNF207	1295	1654
m30685546	ZNF207	304	252
m30685551	ZNF207	296	244
m30685563	ZNF207	111	174
m30687696	ZNF207	605	619
m30687702	ZNF207	640	820
p30677317	ZNF207	1716	1694
p30678880	ZNF207	1524	1375
p30678886	ZNF207	219	238
m12244617	ZNF20	281	473
m12244656	ZNF20	1047	1149
m12244715	ZNF20	2695	3031
m12244755	ZNF20	1345	1022
m12246667	ZNF20	828	530
p12244680	ZNF20	583	604
p12244717	ZNF20	1113	692
p12246569	ZNF20	475	676
p12246584	ZNF20	101	1318
p12246677	ZNF20	1750	2050
m58146117	ZNF211	337	868
m58152139	ZNF211	710	1170
m58152155	ZNF211	2041	1791
m58152173	ZNF211	1116	2572
m58152182	ZNF211	1403	1711
m58152188	ZNF211	1865	2322
p58146100	ZNF211	891	820
p58152075	ZNF211	670	1336
p58152103	ZNF211	722	1420
p58152125	ZNF211	975	1589
m148936870	ZNF212	2040	2433
m148936887	ZNF212	548	527
m148947271	ZNF212	2744	4003
m148947276	ZNF212	412	1795
m148947289	ZNF212	1802	2341
m148947337	ZNF212	298	441
p148936859	ZNF212	1964	1876
p148947328	ZNF212	559	1855
p148947350	ZNF212	712	1493
p148947356	ZNF212	1288	1102
m3187293	ZNF213	1837	1088
m3187360	ZNF213	1201	1095
m3187405	ZNF213	438	417
m3187411	ZNF213	669	573
m3187418	ZNF213	1417	1129
p3187328	ZNF213	457	1323
p3187342	ZNF213	936	897
p3187349	ZNF213	351	862
p3187367	ZNF213	354	366
p3187375	ZNF213	1269	847
m6953542	ZNF215	837	2713
m6953550	ZNF215	570	1232
m6953614	ZNF215	763	1364
m6953690	ZNF215	437	783
m6953699	ZNF215	1099	1734
p6953505	ZNF215	1191	1047
p6953573	ZNF215	3993	3117
p6953580	ZNF215	1563	3128
p6953616	ZNF215	962	549
p6953662	ZNF215	1663	1260
m52199242	ZNF217	1468	1655
m52199262	ZNF217	1238	2099
m52199271	ZNF217	909	662
m52199282	ZNF217	1721	2121
m52199294	ZNF217	1733	1989
m52199313	ZNF217	988	477
m52199348	ZNF217	1691	1903
p52199252	ZNF217	650	453
p52199304	ZNF217	315	498
p52199315	ZNF217	757	1028
m21561325	ZNF219	611	751
m21561330	ZNF219	315	458
m21561344	ZNF219	1755	2592
m21561362	ZNF219	1916	2069
m21561403	ZNF219	1960	1872
p21561332	ZNF219	1747	1653
p21561381	ZNF219	678	1143
p21561390	ZNF219	97	374
p21561408	ZNF219	1472	1221
p21561729	ZNF219	836	783
m44466890	ZNF221	2045	2827
m44466951	ZNF221	706	1384
m44469400	ZNF221	404	1133
m44469968	ZNF221	864	1536
m44470002	ZNF221	1281	1964
p44466917	ZNF221	927	1679
p44469402	ZNF221	1296	2967
p44469446	ZNF221	1677	1356
p44469956	ZNF221	1974	2139
p44470009	ZNF221	1777	1876
m44536032	ZNF222	767	1050
m44536071	ZNF222	120	587
m44536086	ZNF222	515	1524
m44536127	ZNF222	897	592
m44536132	ZNF222	175	672
p44536226	ZNF222	186	1288
p44536299	ZNF222	788	977
p44536611	ZNF222	334	778
p44536695	ZNF222	1616	1557
p44536729	ZNF222	1064	2324
m44559336	ZNF223	1086	1398
m44564912	ZNF223	914	390
m44564917	ZNF223	2670	1765
m44564976	ZNF223	424	940
m44570263	ZNF223	1045	475
p44564615	ZNF223	1946	2092
p44564919	ZNF223	498	806
p44564958	ZNF223	1669	3266
p44564963	ZNF223	429	266
p44570248	ZNF223	2835	1919
m44602033	ZNF224	882	773
m44605018	ZNF224	1501	1373
m44605301	ZNF224	1588	1627
p44604982	ZNF224	1667	2097
p44605005	ZNF224	1387	1001
p44605282	ZNF224	178	170
p44605342	ZNF224	1276	3639
p44605347	ZNF224	1665	2706
p44610568	ZNF224	516	992
p44610584	ZNF224	2759	3462
m44619987	ZNF225	855	733
m44622410	ZNF225	1026	399
m44622426	ZNF225	434	824
m44622650	ZNF225	2930	2528
m44635015	ZNF225	991	2727
p44622378	ZNF225	2601	3201
p44622417	ZNF225	2150	1894
p44634997	ZNF225	2970	3142
p44635003	ZNF225	3080	3110
p44635022	ZNF225	1629	568
m44677020	ZNF226	703	805
m44677044	ZNF226	600	494
m44679173	ZNF226	1163	857
p44676257	ZNF226	1110	960
p44676263	ZNF226	898	2549
p44676269	ZNF226	2168	1139
p44676314	ZNF226	2118	2608
p44677073	ZNF226	1509	1732
p44677083	ZNF226	1142	871
p44679695	ZNF226	422	1779
m44721951	ZNF227	202	260
m44721997	ZNF227	132	386
m44732638	ZNF227	591	234
m44732684	ZNF227	1137	812
m44732714	ZNF227	523	791
p44732617	ZNF227	440	277
p44732650	ZNF227	896	1504
p44732672	ZNF227	2153	2632
p44732702	ZNF227	359	764
p44733889	ZNF227	275	642
m44936469	ZNF229	1171	808
m44936483	ZNF229	1206	1650
m44936525	ZNF229	1536	1722
m44946745	ZNF229	2429	2306
m44946769	ZNF229	495	515
m44947013	ZNF229	634	1537
p44936450	ZNF229	1276	389
p44936515	ZNF229	744	1561
p44946754	ZNF229	732	353
p44946761	ZNF229	490	1136
m45498817	ZNF22	1247	1209
m45498863	ZNF22	1025	1570
m45499037	ZNF22	2904	4361
p45498819	ZNF22	1556	716
p45498829	ZNF22	759	562
p45498843	ZNF22	839	574
p45498848	ZNF22	1798	2047
p45498892	ZNF22	2154	2099
p45498944	ZNF22	807	380
p45499029	ZNF22	1734	1932
m44511237	ZNF230	636	536
m44513011	ZNF230	480	391
m44513027	ZNF230	686	1446
m44513246	ZNF230	1366	1868
m44513251	ZNF230	522	828
m44514449	ZNF230	1265	1960
p44512970	ZNF230	1111	1504
p44513300	ZNF230	680	1389
p44514415	ZNF230	3200	3763
p44514422	ZNF230	1191	1348
m5013064	ZNF232	267	306
m5013074	ZNF232	886	1096
m5013104	ZNF232	1206	1580
m5015096	ZNF232	525	973
p5013109	ZNF232	870	1619
p5013123	ZNF232	1835	2411
p5013135	ZNF232	1207	1566
p5015079	ZNF232	650	438
p5015085	ZNF232	1356	1569
p5015098	ZNF232	1321	1018
m44648792	ZNF234	818	1467
m44652988	ZNF234	1512	679
m44652994	ZNF234	1333	1271
m44654577	ZNF234	1448	3750
m44660417	ZNF234	753	817
p44652919	ZNF234	1763	1926
p44652925	ZNF234	1929	1806
p44660402	ZNF234	1401	2375
p44660446	ZNF234	1155	1648
p44660515	ZNF234	916	1497
m44793302	ZNF235	1147	2492
m44793309	ZNF235	1153	802
m44793344	ZNF235	42	43
m44802974	ZNF235	207	604
m44803014	ZNF235	755	693
m44803760	ZNF235	1361	1221
p44802957	ZNF235	1045	1827
p44803016	ZNF235	1572	2033
p44803024	ZNF235	1566	824
p44807530	ZNF235	747	951
m74536312	ZNF236	1054	1709
m74536321	ZNF236	437	1812
m74536354	ZNF236	394	92
m74561523	ZNF236	512	1038
m74561534	ZNF236	541	926
m74561542	ZNF236	794	768
p74536304	ZNF236	531	487
p74536323	ZNF236	770	747
p74536340	ZNF236	551	752
p74561580	ZNF236	619	626
m44053268	ZNF239	1963	1593
m44053372	ZNF239	1320	812
m44053398	ZNF239	957	510
m44053479	ZNF239	420	37
m44053502	ZNF239	639	716
m44053510	ZNF239	1024	2488
p44053295	ZNF239	1103	639
p44053312	ZNF239	1246	1659
p44053383	ZNF239	1978	1296
p44053390	ZNF239	1545	1561
m71487174	ZNF23	1077	1226
m71487198	ZNF23	2638	3330
m71487210	ZNF23	976	1527
m71487946	ZNF23	966	1081
m71487956	ZNF23	496	1324
p71487162	ZNF23	822	1446
p71487213	ZNF23	2916	2180
