sgRNA_id gene_id list adjusted_ratio
m54301260 TMEM48 list 0.803578
m54303883 TMEM48 list 0.450480
m54303927 TMEM48 list 0.071459
p54298198 TMEM48 list 2.049355
p54298228 TMEM48 list -0.387151
p54301168 TMEM48 list 1.221923
p54301218 TMEM48 list -0.121381
p54303913 TMEM48 list 0.298512
m25667053 TMEM50A list -1.215728
m25669499 TMEM50A list 0.507944
m25669528 TMEM50A list -1.686969
m25669533 TMEM50A list -0.846693
m25669551 TMEM50A list -0.174421
m25669557 TMEM50A list -0.494188
p25667002 TMEM50A list 1.010161
p25667040 TMEM50A list 0.014218
p25669514 TMEM50A list 0.042661
p25678114 TMEM50A list 0.585581
m34828075 TMEM50B list -1.038095
m34832750 TMEM50B list -0.292290
m34832801 TMEM50B list -0.090122
m34839392 TMEM50B list 1.141572
m34841095 TMEM50B list 1.770251
m34841103 TMEM50B list -0.707207
m34841119 TMEM50B list -1.158232
m34841141 TMEM50B list -0.989993
p34839312 TMEM50B list -1.116499
p34839361 TMEM50B list 0.236946
m15541593 TMEM51 list 1.856214
m15541599 TMEM51 list -0.065983
m15541605 TMEM51 list 1.274035
m15541681 TMEM51 list -0.473140
m15541688 TMEM51 list 0.887881
p15541579 TMEM51 list 1.829481
p15541613 TMEM51 list 0.991259
p15541618 TMEM51 list -0.433154
p15541660 TMEM51 list 1.661524
p15541667 TMEM51 list 1.159958
m10332204 TMEM52B list 0.085615
m10332210 TMEM52B list 0.796510
m10337934 TMEM52B list -0.569153
m10337939 TMEM52B list 0.958256
m10339051 TMEM52B list 0.607558
p10332175 TMEM52B list -0.418777
p10337924 TMEM52B list 0.802910
p10337945 TMEM52B list -0.478810
p10339013 TMEM52B list 0.906387
p10339034 TMEM52B list 0.437052
m1849856 TMEM52 list -0.514640
m1850334 TMEM52 list 0.870233
m1850507 TMEM52 list 0.960795
m1850619 TMEM52 list -0.844637
m1850697 TMEM52 list -0.828205
p1850336 TMEM52 list -0.260794
p1850341 TMEM52 list 1.253250
p1850609 TMEM52 list 1.036347
p1850631 TMEM52 list -2.097388
p1850658 TMEM52 list -0.915442
m45140012 TMEM53 list -0.578696
m45140026 TMEM53 list 0.623630
m45140056 TMEM53 list -0.370033
p45125931 TMEM53 list 0.831742
p45125936 TMEM53 list -0.365015
p45139994 TMEM53 list 0.305857
p45140004 TMEM53 list 1.122729
p45140015 TMEM53 list -1.291047
p45140036 TMEM53 list 0.321410
p45140042 TMEM53 list -0.519557
m33363820 TMEM54 list 1.145101
m33363863 TMEM54 list -2.001335
m33363872 TMEM54 list -0.446133
m33363877 TMEM54 list -0.365775
m33363893 TMEM54 list 1.832756
m33363907 TMEM54 list 0.833351
m33366825 TMEM54 list 0.491003
p33363806 TMEM54 list -0.151562
p33363830 TMEM54 list 0.946712
p33363851 TMEM54 list -0.418879
m92052924 TMEM55A list 0.106237
m92052965 TMEM55A list -0.561708
p92033574 TMEM55A list -0.196911
p92033579 TMEM55A list -0.296209
p92033585 TMEM55A list 0.044540
p92033595 TMEM55A list 0.074637
p92033601 TMEM55A list -0.168339
p92052876 TMEM55A list 0.021375
p92052902 TMEM55A list 0.548283
p92052907 TMEM55A list 0.129587
m20928963 TMEM55B list -0.167207
m20929410 TMEM55B list -0.300457
m20929419 TMEM55B list -0.616159
m20929429 TMEM55B list 0.408272
m20929434 TMEM55B list -0.389557
m20929473 TMEM55B list -2.103857
p20929332 TMEM55B list 1.108468
p20929340 TMEM55B list 0.410683
p20929437 TMEM55B list 0.443572
p20929463 TMEM55B list -0.640381
m95609565 TMEM56 list 0.066607
m95614268 TMEM56 list -0.516031
m95614275 TMEM56 list 0.446064
m95614342 TMEM56 list -0.269368
m95615814 TMEM56 list 1.303892
m95616952 TMEM56 list -0.911552
m95616968 TMEM56 list 2.625079
p95614260 TMEM56 list 0.540497
p95615785 TMEM56 list 1.140732
p95615800 TMEM56 list -0.000032
m25757608 TMEM57 list -1.758774
m25757632 TMEM57 list -0.530907
m25757645 TMEM57 list -0.540607
m25773276 TMEM57 list -0.707401
m25773315 TMEM57 list -0.042223
p25757578 TMEM57 list -0.567227
p25757634 TMEM57 list 0.435868
p25757647 TMEM57 list -0.666561
p25773258 TMEM57 list 0.969026
p25773264 TMEM57 list 2.316391
m18723769 TMEM59L list 0.520722
m18723846 TMEM59L list -1.414850
m18723914 TMEM59L list 0.845048
m18723926 TMEM59L list 0.851768
m18723933 TMEM59L list 0.070519
m18724700 TMEM59L list -0.983781
m18724711 TMEM59L list -0.522683
p18723755 TMEM59L list 0.033852
p18723880 TMEM59L list 0.270077
p18723900 TMEM59L list -0.860224
m54518713 TMEM59 list 1.328972
m54518728 TMEM59 list -0.146801
m54518736 TMEM59 list 0.607168
m54518743 TMEM59 list 0.377747
m54518772 TMEM59 list 1.556559
m54518778 TMEM59 list 0.572757
m54518785 TMEM59 list 0.205335
m54518820 TMEM59 list 0.209799
m54518847 TMEM59 list -1.161904
p54518787 TMEM59 list -0.692392
m64173783 TMEM5 list -0.555560
m64173793 TMEM5 list -0.328987
m64173801 TMEM5 list -1.547775
m64173817 TMEM5 list 0.360819
p64173732 TMEM5 list 0.395253
p64173738 TMEM5 list -0.549533
p64173806 TMEM5 list 0.659177
p64173820 TMEM5 list 1.888023
p64174804 TMEM5 list -0.118827
p64174813 TMEM5 list -0.596391
m77423588 TMEM60 list 1.206022
m77423594 TMEM60 list -1.623986
m77423611 TMEM60 list -0.027106
m77423623 TMEM60 list -0.474441
m77423654 TMEM60 list 2.002376
m77423677 TMEM60 list 2.097321
p77423547 TMEM60 list -0.698642
p77423560 TMEM60 list 0.460396
p77423574 TMEM60 list -0.637953
p77423657 TMEM60 list 0.961580
m55451768 TMEM61 list -0.103202
m55451786 TMEM61 list 0.901426
m55451794 TMEM61 list 0.166022
m55451800 TMEM61 list -0.052320
p55451757 TMEM61 list 0.327256
p55451802 TMEM61 list 0.795567
p55451810 TMEM61 list 1.409256
p55451816 TMEM61 list 0.339324
p55451823 TMEM61 list 0.618415
p55451842 TMEM61 list 0.223935
m43426046 TMEM62 list 0.831218
m43426123 TMEM62 list -0.883209
m43426137 TMEM62 list 0.468026
m43426144 TMEM62 list 0.195250
p43425993 TMEM62 list -2.174442
p43426001 TMEM62 list 0.184095
p43426011 TMEM62 list 0.910761
p43426035 TMEM62 list 0.648079
p43426057 TMEM62 list 0.731180
p43426062 TMEM62 list 1.669459
m226065177 TMEM63A list 1.272102
m226065211 TMEM63A list 0.729498
m226065218 TMEM63A list -2.276986
m226065243 TMEM63A list -0.063726
p226065099 TMEM63A list -0.010893
p226065106 TMEM63A list -0.042204
p226065169 TMEM63A list 0.655725
p226065179 TMEM63A list -0.328929
p226065223 TMEM63A list 0.488701
p226065245 TMEM63A list 0.052645
m44102322 TMEM63B list 0.288319
m44102343 TMEM63B list 0.158261
m44102355 TMEM63B list 0.922156
m44102378 TMEM63B list 1.730013
m44102400 TMEM63B list 0.235310
m44102447 TMEM63B list -1.108695
p44102326 TMEM63B list 0.831363
p44102402 TMEM63B list -1.117783
p44102414 TMEM63B list 0.399223
p44102760 TMEM63B list -0.806090
m77685166 TMEM63C list 0.022109
m77685227 TMEM63C list 2.237893
m77685273 TMEM63C list -0.569433
m77685298 TMEM63C list 0.853832
m77685848 TMEM63C list 1.087169
m77685862 TMEM63C list -2.397525
p77685191 TMEM63C list -1.872676
p77685211 TMEM63C list 1.046884
p77685280 TMEM63C list 0.545381
p77685830 TMEM63C list 0.642247
m91657898 TMEM64 list 0.145082
m91658068 TMEM64 list -0.523064
m91658118 TMEM64 list -0.594999
m91658123 TMEM64 list 0.168215
p91657884 TMEM64 list 0.224278
p91657908 TMEM64 list 0.500709
p91657919 TMEM64 list -0.348535
p91658052 TMEM64 list -0.164779
p91658072 TMEM64 list -0.468201
p91658101 TMEM64 list 0.363582
m125384292 TMEM65 list 1.170412
m125384345 TMEM65 list 0.628757
m125384368 TMEM65 list -0.210255
m125384392 TMEM65 list -0.173715
p125384225 TMEM65 list -0.759823
p125384294 TMEM65 list -2.077294
p125384299 TMEM65 list -0.242097
p125384360 TMEM65 list -0.676335
p125384370 TMEM65 list -0.829807
p125384377 TMEM65 list 0.113963
m29931502 TMEM66 list -0.987965
m29931556 TMEM66 list 0.323572
m29940391 TMEM66 list 0.151687
m29940445 TMEM66 list 1.817342
m29940450 TMEM66 list -0.378496
p29931511 TMEM66 list -0.663567
p29940359 TMEM66 list -0.544656
p29940364 TMEM66 list -1.218412
p29940414 TMEM66 list -0.763365
p29940424 TMEM66 list 0.283320
m94777642 TMEM67 list -1.492337
m94777652 TMEM67 list 0.164307
m94777668 TMEM67 list -0.880588
m94777677 TMEM67 list -2.472147
m94777838 TMEM67 list -0.292064
p94776065 TMEM67 list 1.770133
p94776104 TMEM67 list 0.807547
p94776140 TMEM67 list 1.554057
p94776147 TMEM67 list -0.972500
p94777805 TMEM67 list 0.752954
m56668957 TMEM68 list -0.358447
m56675195 TMEM68 list -1.263607
m56675200 TMEM68 list -1.347934
m56675216 TMEM68 list -2.101075
m56675415 TMEM68 list -1.915838
m56675427 TMEM68 list 0.539402
m56675432 TMEM68 list -0.559454
m56675437 TMEM68 list -0.151017
m56675484 TMEM68 list 0.751831
p56675476 TMEM68 list 0.352264
m46158964 TMEM69 list -0.606367
m46158987 TMEM69 list -0.360194
m46158998 TMEM69 list -0.091046
m46159077 TMEM69 list 0.064719
m46159082 TMEM69 list -2.067241
m46159121 TMEM69 list 0.672034
m46159155 TMEM69 list 0.028422
p46159231 TMEM69 list 1.082386
p46159236 TMEM69 list 0.170305
p46159245 TMEM69 list -0.465989
m74888542 TMEM70 list -1.661547
m74888561 TMEM70 list 0.488298
m74888614 TMEM70 list 0.308298
p74888506 TMEM70 list -0.778668
p74888512 TMEM70 list 1.254673
p74888523 TMEM70 list 1.036928
p74888546 TMEM70 list -0.971282
p74888553 TMEM70 list 0.013275
p74888569 TMEM70 list -0.256570
p74888624 TMEM70 list 0.398516
m133764226 TMEM71 list -2.153616
m133769512 TMEM71 list -0.931067
m133769528 TMEM71 list 0.713538
p133764128 TMEM71 list -0.181417
p133764136 TMEM71 list 0.678951
p133764143 TMEM71 list 0.077960
p133764151 TMEM71 list -1.115274
p133764163 TMEM71 list 1.992614
p133764215 TMEM71 list -0.220767
p133771072 TMEM71 list -0.553849
m45406971 TMEM72 list 0.421733
m45407000 TMEM72 list -0.492486
m45407010 TMEM72 list -0.285207
m45407021 TMEM72 list 0.351188
p45406950 TMEM72 list 0.779605
p45406958 TMEM72 list -1.037088
p45406963 TMEM72 list 1.464769
p45406982 TMEM72 list -0.677507
p45406989 TMEM72 list 0.269985
p45423361 TMEM72 list 0.460221
m1162035 TMEM74B list -1.148190
m1162063 TMEM74B list 1.723044
m1164431 TMEM74B list -0.254118
p1162027 TMEM74B list 0.037366
p1162046 TMEM74B list -0.629749
p1162055 TMEM74B list 1.279245
p1162076 TMEM74B list 1.071090
p1162081 TMEM74B list 0.988148
p1162155 TMEM74B list -0.912424
p1162178 TMEM74B list -0.542344
m109797239 TMEM74 list 1.843678
m109797247 TMEM74 list 2.013596
m109797255 TMEM74 list -1.645452
m109797272 TMEM74 list -0.466800
m109797293 TMEM74 list 0.906098
p109797201 TMEM74 list -1.319511
p109797218 TMEM74 list 0.197363
p109797226 TMEM74 list -0.962497
p109797263 TMEM74 list 0.452345
p109797296 TMEM74 list 1.998771
m156255036 TMEM79 list -0.751196
m156255042 TMEM79 list -0.381226
m156255087 TMEM79 list 0.630863
m156255093 TMEM79 list -0.181225
m156255142 TMEM79 list 1.202746
p156255016 TMEM79 list 0.690827
p156255025 TMEM79 list 1.098215
p156255098 TMEM79 list 1.191470
p156255175 TMEM79 list 0.290091
p156255228 TMEM79 list -0.580636
m695616 TMEM80 list -0.273773
m695632 TMEM80 list 0.686269
m695646 TMEM80 list 1.722898
m695656 TMEM80 list 0.455563
m695666 TMEM80 list 0.416218
p695602 TMEM80 list 0.510469
p695638 TMEM80 list -0.346349
p695648 TMEM80 list 0.561200
p695658 TMEM80 list -0.749556
p695670 TMEM80 list -0.617598
m205053254 TMEM81 list 0.687795
m205053273 TMEM81 list -0.295483
m205053284 TMEM81 list 0.950117
m205053290 TMEM81 list 0.974034
m205053332 TMEM81 list 0.838113
m205053387 TMEM81 list 1.642004
p205053264 TMEM81 list 0.454552
p205053337 TMEM81 list 0.390188
p205053368 TMEM81 list -0.383268
p205053379 TMEM81 list 0.389436
m16069122 TMEM82 list 0.810010
m16069133 TMEM82 list 0.212952
m16069344 TMEM82 list -0.828614
m16069360 TMEM82 list 0.748265
m16069369 TMEM82 list 1.221544
m16069555 TMEM82 list 1.291078
m16069564 TMEM82 list -0.432918
m16069583 TMEM82 list 0.242771
p16069537 TMEM82 list 0.553823
p16069567 TMEM82 list 0.496565
m18720444 TMEM86A list 0.192983
m18722478 TMEM86A list -0.388014
m18722497 TMEM86A list -0.227371
m18722509 TMEM86A list 0.082926
m18722562 TMEM86A list 0.058232
m18722579 TMEM86A list -0.745460
p18722470 TMEM86A list -2.438894
p18722481 TMEM86A list 1.166796
p18722546 TMEM86A list 0.457225
p18722588 TMEM86A list -0.464444
m55739732 TMEM86B list 0.090932
m55739742 TMEM86B list 0.304719
m55739787 TMEM86B list -0.345293
m55740060 TMEM86B list 0.246477
m55740092 TMEM86B list 0.485087
m55740101 TMEM86B list 0.269308
p55739723 TMEM86B list 1.873917
p55739747 TMEM86B list -0.789982
p55739754 TMEM86B list -0.202548
p55739779 TMEM86B list -0.064398
m42565454 TMEM87A list 0.026166
m42565473 TMEM87A list 0.522917
m42565482 TMEM87A list -0.249983
m42565574 TMEM87A list -0.333587
m42565581 TMEM87A list 1.008162
m42565589 TMEM87A list 0.294687
p42564269 TMEM87A list -1.159302
p42565441 TMEM87A list 0.035805
p42565460 TMEM87A list -0.587584
p42565543 TMEM87A list 2.102342
m112813185 TMEM87B list -0.884608
m112813212 TMEM87B list -0.018057
m112813218 TMEM87B list -1.005743
m112813239 TMEM87B list -0.440018
m112813300 TMEM87B list -0.504319
p112813167 TMEM87B list -0.651084
p112813174 TMEM87B list 1.226803
p112813250 TMEM87B list -0.737213
p112813285 TMEM87B list 1.377743
p112813292 TMEM87B list -0.304923
m1361562 TMEM88B list 0.086523
m1361591 TMEM88B list 1.770925
m1361599 TMEM88B list -2.048780
m1361613 TMEM88B list 0.546045
m1361656 TMEM88B list -0.192827
m1361674 TMEM88B list -1.088422
m1361683 TMEM88B list 0.873405
p1361497 TMEM88B list -0.811236
p1361603 TMEM88B list -1.048654
p1361689 TMEM88B list -0.157658
m7758456 TMEM88 list 0.025607
m7758471 TMEM88 list 0.878674
m7758492 TMEM88 list -0.985441
m7758549 TMEM88 list 0.528305
p7758413 TMEM88 list 0.247761
p7758481 TMEM88 list -0.744312
p7758508 TMEM88 list -1.081234
p7758514 TMEM88 list -0.289334
p7758521 TMEM88 list -0.659631
p7758553 TMEM88 list 1.065232
m427774 TMEM8A list 0.871918
m427789 TMEM8A list -1.466618
m427818 TMEM8A list -0.472272
m431740 TMEM8A list 0.269578
m431815 TMEM8A list 0.248509
p427777 TMEM8A list -0.436043
p427791 TMEM8A list 0.392837
p431698 TMEM8A list -1.096756
p431704 TMEM8A list 1.232643
p431711 TMEM8A list -0.850801
m35842448 TMEM8B list -0.626972
m35842454 TMEM8B list 0.482741
m35842476 TMEM8B list -0.010968
m35842527 TMEM8B list -0.009262
m35842532 TMEM8B list -0.779543
m35842546 TMEM8B list 0.167157
m35842580 TMEM8B list 0.945828
m35842590 TMEM8B list 0.048978
p35842551 TMEM8B list 0.212602
p35842596 TMEM8B list -0.002364
m136389833 TMEM8C list 0.567989
m136389863 TMEM8C list -0.936508
m136389869 TMEM8C list -0.727820
m136389882 TMEM8C list 0.858944
p136389824 TMEM8C list -0.760952
p136389843 TMEM8C list -0.243308
p136389854 TMEM8C list 0.188949
p136389885 TMEM8C list -0.346239
p136389912 TMEM8C list -3.796996
p136389917 TMEM8C list -0.070660
m41884215 TMEM91 list -0.330960
m41884225 TMEM91 list 0.628969
m41884250 TMEM91 list -1.221302
m41884279 TMEM91 list 0.263060
m41884284 TMEM91 list -0.130754
m41884316 TMEM91 list 1.081058
m41884363 TMEM91 list 0.142412
p41884234 TMEM91 list 0.206674
p41884286 TMEM91 list 0.281216
p41884326 TMEM91 list -0.034324
m48351883 TMEM92 list -1.331758
m48351888 TMEM92 list -0.742705
m48351895 TMEM92 list -1.635449
m48355085 TMEM92 list -0.418517
m48355986 TMEM92 list 0.527407
m48356160 TMEM92 list -0.013469
m48356215 TMEM92 list 0.495726
p48351854 TMEM92 list 0.399204
p48355069 TMEM92 list -0.521753
p48355959 TMEM92 list 0.012703
m7258522 TMEM95 list -0.271386
m7258555 TMEM95 list -0.297521
m7258563 TMEM95 list 0.099740
m7258588 TMEM95 list 0.296217
m7258596 TMEM95 list 0.823664
p7258513 TMEM95 list 1.133544
p7258524 TMEM95 list -0.853299
p7258599 TMEM95 list 0.291691
p7258615 TMEM95 list -2.074380
p7258623 TMEM95 list 0.630990
m26646334 TMEM97 list 0.002249
m26646370 TMEM97 list -0.856573
m26652539 TMEM97 list -1.005856
m26652590 TMEM97 list -1.089472
p26646273 TMEM97 list -1.241276
p26646278 TMEM97 list -0.282703
p26646285 TMEM97 list 0.945065
p26646336 TMEM97 list -0.363231
p26652526 TMEM97 list 0.370080
p26652560 TMEM97 list -1.279783
m31258644 TMEM98 list 0.022367
m31260190 TMEM98 list -0.166860
m31260195 TMEM98 list -0.962611
m31260206 TMEM98 list 0.051111
m31260217 TMEM98 list 0.614238
m31260226 TMEM98 list -1.129421
p31258536 TMEM98 list 0.861157
p31258552 TMEM98 list -0.354969
p31258622 TMEM98 list -1.046332
p31260197 TMEM98 list -1.242083
m38990785 TMEM99 list 0.200976
m38990810 TMEM99 list 1.235078
m38990826 TMEM99 list -0.714447
m38990838 TMEM99 list 0.083996
m38990849 TMEM99 list 0.196929
p38990753 TMEM99 list -0.860621
p38990777 TMEM99 list 0.323709
p38990864 TMEM99 list 1.045244
p38990873 TMEM99 list 0.333903
p38990880 TMEM99 list -0.014661
m8977828 TMEM9B list 1.019575
m8983640 TMEM9B list -0.358362
m8985757 TMEM9B list -0.093254
m8985781 TMEM9B list 0.121947
m8985802 TMEM9B list -1.506831
m8985847 TMEM9B list -1.060188
p8977816 TMEM9B list 1.051630
p8985740 TMEM9B list 0.635303
p8985790 TMEM9B list -1.755515
p8985817 TMEM9B list -1.094761
m201120895 TMEM9 list -0.079978
m201123011 TMEM9 list 0.929178
m201123021 TMEM9 list 0.283124
m201123026 TMEM9 list 2.389531
m201123032 TMEM9 list 2.165643
p201120921 TMEM9 list -1.070626
p201120943 TMEM9 list 0.441635
p201120961 TMEM9 list 1.325726
p201122970 TMEM9 list -0.619991
p201122980 TMEM9 list -1.122121
m69101125 TMF1 list 2.035383
m69101140 TMF1 list 0.692795
m69101146 TMF1 list 0.827986
m69101155 TMF1 list 1.116272
m69101161 TMF1 list 0.289267
m69101182 TMF1 list 0.528774
m69101194 TMF1 list 0.513495
p69101112 TMF1 list 0.842360
p69101167 TMF1 list 1.393216
p69101186 TMF1 list -1.258393
m100286502 TMOD1 list 1.597007
m100286508 TMOD1 list -0.907379
m100286534 TMOD1 list -0.382021
m100308489 TMOD1 list -0.617053
p100286487 TMOD1 list 1.556040
p100286520 TMOD1 list 0.668366
p100308463 TMOD1 list -1.265818
p100308477 TMOD1 list -0.978034
p100308492 TMOD1 list -0.419084
p100308501 TMOD1 list -0.237010
m98909761 TMPO list -0.643721
m98909770 TMPO list -1.414147
m98909833 TMPO list -1.277691
m98909844 TMPO list -0.353461
p98909707 TMPO list 0.421312
p98909712 TMPO list 0.564273
p98909772 TMPO list -0.261277
p98909804 TMPO list 2.055397
p98909897 TMPO list -0.731035
p98909902 TMPO list 0.873879
m68812188 TMPRSS11A list -0.700733
m68812196 TMPRSS11A list -1.074755
m68812209 TMPRSS11A list 0.452364
m68812249 TMPRSS11A list -0.587951
m68812277 TMPRSS11A list -0.618944
m68829102 TMPRSS11A list 0.531564
p68812177 TMPRSS11A list 0.777715
p68812198 TMPRSS11A list -1.080599
p68812216 TMPRSS11A list -1.158936
p68812229 TMPRSS11A list -2.157302
m150779542 TMUB1 list 1.812518
m150779547 TMUB1 list 0.327665
m150779568 TMUB1 list 0.521127
m150779580 TMUB1 list -1.038927
m150779586 TMUB1 list 0.548793
m150779635 TMUB1 list -0.604750
p150779483 TMUB1 list 0.326899
p150779489 TMUB1 list -0.286901
p150779553 TMUB1 list 1.007919
p150779572 TMUB1 list -0.362207
m26666563 TNFAIP1 list 0.969675
m26666639 TNFAIP1 list -1.830830
m26666671 TNFAIP1 list -0.362764
m26666683 TNFAIP1 list -0.013889
p26666532 TNFAIP1 list 0.237631
p26666588 TNFAIP1 list 0.049856
p26666595 TNFAIP1 list -1.802637
p26666600 TNFAIP1 list 0.303134
p26666627 TNFAIP1 list 0.171941
p26666656 TNFAIP1 list 1.800114
m138192381 TNFAIP3 list -0.004251
m138192460 TNFAIP3 list 1.731439
m138192498 TNFAIP3 list 0.056420
m138192538 TNFAIP3 list 1.417375
m138192558 TNFAIP3 list -1.550594
m138192566 TNFAIP3 list 1.176293
p138192366 TNFAIP3 list 0.546787
p138192389 TNFAIP3 list -1.328542
p138192407 TNFAIP3 list 0.736652
p138192486 TNFAIP3 list 1.665521
m6443000 TNFRSF1A list 0.244794
m6443006 TNFRSF1A list -0.646185
m6443258 TNFRSF1A list 0.483188
m6443347 TNFRSF1A list 0.008301
m6443390 TNFRSF1A list -1.729935
p6443382 TNFRSF1A list 1.366007
p6450934 TNFRSF1A list -0.090936
p6450939 TNFRSF1A list -0.901792
p6450944 TNFRSF1A list 1.365879
p6450952 TNFRSF1A list -0.139476
m12227148 TNFRSF1B list 1.231515
m12227157 TNFRSF1B list -0.633002
m12227164 TNFRSF1B list 0.519707
m12227215 TNFRSF1B list 0.202640
m12227220 TNFRSF1B list 1.636428
m12248851 TNFRSF1B list -0.080424
m12248875 TNFRSF1B list -0.175659
m12248882 TNFRSF1B list -0.441712
p12227176 TNFRSF1B list 0.612024
p12227183 TNFRSF1B list -0.726473
m7462418 TNFSF13 list 0.286317
m7462431 TNFSF13 list -0.389582
m7462480 TNFSF13 list -0.780902
